CUSIP,Security Type,Security Term,Auction Date,Issue Date,Price per $100,High Rate,Investment Rate
912796RA9,Bill,13-Week,06/10/2019,2019-06-13,99.433778,2.2399991208791064,2.284042973586103
912796VK2,Bill,4-Week,06/06/2019,2019-06-11,99.821889,2.2899985714285873,2.3259468743803007
912796SG5,Bill,13-Week,06/03/2019,2019-06-06,99.418611,2.300000439560445,2.345581844942388
912796VJ5,Bill,4-Week,05/30/2019,2019-06-04,99.818778,2.329997142857211,2.366647099492426
912796SF7,Bill,13-Week,05/28/2019,2019-05-30,99.416083,2.310001318681317,2.355840825402132
912796VH9,Bill,4-Week,05/23/2019,2019-05-28,99.818389,2.3349985714286197,2.371736441411518
912796SE0,Bill,13-Week,05/20/2019,2019-05-23,99.409764,2.334999560439578,2.381486500551523
912796VG1,Bill,4-Week,05/16/2019,2019-05-21,99.816056,2.3649942857142445,2.402260242151209
912796QV4,Bill,13-Week,05/13/2019,2019-05-16,99.403444,2.360001758241785,2.4071394955285332
912796VF3,Bill,4-Week,05/09/2019,2019-05-14,99.8145,2.3850000000000597,2.4226189581674613
912796SC4,Bill,13-Week,05/06/2019,2019-05-09,99.398389,2.379999560439582,2.4276601805791156
912796VE6,Bill,4-Week,05/02/2019,2019-05-07,99.814111,2.3900014285714684,2.4277087363500973
912796SB6,Bill,13-Week,04/29/2019,2019-05-02,99.397125,2.3849999999999896,2.432791692918673
912796VD8,Bill,4-Week,04/25/2019,2019-04-30,99.814111,2.3900014285714684,2.4277087363500973
912796SA8,Bill,13-Week,04/22/2019,2019-04-25,99.393333,2.400001318681325,2.4481870130360526
912796VC0,Bill,4-Week,04/18/2019,2019-04-23,99.813333,2.4000042857142843,2.437888411732957
912796QR3,Bill,13-Week,04/15/2019,2019-04-18,99.398389,2.379999560439582,2.4276601805791156
912796VB2,Bill,4-Week,04/11/2019,2019-04-16,99.815278,2.374997142857061,2.412439520817275
912796RZ4,Bill,13-Week,04/08/2019,2019-04-11,99.399653,2.374999120879118,2.422528798747634
912796VA4,Bill,4-Week,04/04/2019,2019-04-09,99.814111,2.3900014285714684,2.4277087363500973
912796RW1,Bill,13-Week,04/01/2019,2019-04-04,99.391778,2.4061529670329582,2.4545005707028897
912796UZ0,Bill,4-Week,03/28/2019,2019-04-02,99.813333,2.4000042857142843,2.437888411732957
912796RV3,Bill,13-Week,03/25/2019,2019-03-28,99.390806,2.4099982417582506,2.4584471521042386
912796UY3,Bill,4-Week,03/21/2019,2019-03-26,99.807889,2.469998571428533,2.5091244111403044
912796QM4,Bill,13-Week,03/18/2019,2019-03-21,99.390806,2.4099982417582506,2.4584471521042386
912796UX5,Bill,4-Week,03/14/2019,2019-03-19,99.811778,2.4199971428570928,2.458235153656579
912796RU5,Bill,13-Week,03/11/2019,2019-03-14,99.392069,2.405001758241733,2.4533190474579363
912796UW7,Bill,4-Week,03/07/2019,2019-03-12,99.812944,2.4050057142856933,2.4429783089341095
912796RS0,Bill,13-Week,03/04/2019,2019-03-07,99.390806,2.4099982417582506,2.4584471521042386
912796UV9,Bill,4-Week,02/28/2019,2019-03-05,99.812556,2.4099942857142764,2.448055161087568
912796RR2,Bill,13-Week,02/25/2019,2019-02-28,99.392069,2.405001758241733,2.4533190474579363
912796UU1,Bill,4-Week,02/21/2019,2019-02-26,99.814111,2.3900014285714684,2.4277087363500973
912796QH5,Bill,13-Week,02/19/2019,2019-02-21,99.394597,2.3950008791208615,2.4430551091421617
912796UT4,Bill,4-Week,02/14/2019,2019-02-19,99.813722,2.3950028571428765,2.4327985542051076
912796RQ4,Bill,13-Week,02/11/2019,2019-02-14,99.393333,2.400001318681325,2.4481870130360526
912796US6,Bill,4-Week,02/07/2019,2019-02-12,99.814111,2.3900014285714684,2.4277087363500973
912796RP6,Bill,13-Week,02/04/2019,2019-02-07,99.397125,2.3849999999999896,2.432791692918673
912796UR8,Bill,4-Week,01/31/2019,2019-02-05,99.814111,2.3900014285714684,2.4277087363500973
912796RJ0,Bill,13-Week,01/28/2019,2019-01-31,99.399653,2.374999120879118,2.422528798747634
912796UQ0,Bill,4-Week,01/24/2019,2019-01-29,99.816833,2.3550042857142524,2.392094205765269
912796QC6,Bill,13-Week,01/22/2019,2019-01-24,99.395861,2.390000439560453,2.4379233357714
912796UP2,Bill,4-Week,01/17/2019,2019-01-22,99.815667,2.3699957142856527,2.4073498616489823
912796RH4,Bill,13-Week,01/14/2019,2019-01-17,99.392069,2.405001758241733,2.4533190474579363
912796UN7,Bill,4-Week,01/10/2019,2019-01-15,99.814889,2.3799985714286516,2.4175292196567373
912796RG6,Bill,13-Week,01/07/2019,2019-01-10,99.390806,2.4099982417582506,2.4584471521042386
912796UM9,Bill,4-Week,01/03/2019,2019-01-08,99.814111,2.3900014285714684,2.4277087363500973
912796RD3,Bill,13-Week,12/31/2018,2019-01-03,99.376903,2.464999120879126,2.514905520632118
912796UL1,Bill,4-Week,12/27/2018,2019-01-02,99.82,2.314285714285802,2.3506597589948512
912796PX1,Bill,13-Week,12/24/2018,2018-12-27,99.389542,2.414998681318658,2.4635794474938884
912796UK3,Bill,4-Week,12/20/2018,2018-12-26,99.823,2.2757142857143724,2.311412628924713
912796RC5,Bill,13-Week,12/17/2018,2018-12-20,99.399653,2.374999120879118,2.422528798747634
912796UJ6,Bill,4-Week,12/13/2018,2018-12-18,99.819167,2.324995714285803,2.3615577972401445
912796RB7,Bill,13-Week,12/10/2018,2018-12-13,99.399653,2.374999120879118,2.422528798747634
912796UH0,Bill,4-Week,12/06/2018,2018-12-11,99.816056,2.3649942857142445,2.402260242151209
912796QZ5,Bill,13-Week,12/03/2018,2018-12-06,99.402181,2.3649982417582462,2.4122664265892158
912796UG2,Bill,4-Week,12/04/2018,2018-12-06,99.826,2.237142857142942,2.272167857786921
912796UF4,Bill,4-Week,11/27/2018,2018-11-29,99.82975,2.1889285714285176,2.2231152107891705
912796PT0,Bill,13-Week,11/26/2018,2018-11-29,99.400917,2.369998681318654,2.417397547419308
912796UE7,Bill,4-Week,11/20/2018,2018-11-23,99.847222,1.964288571428544,1.9946176941636184
912796QY8,Bill,13-Week,11/19/2018,2018-11-23,99.41375,2.319230769230796,2.365308931302094
912796QX0,Bill,13-Week,11/13/2018,2018-11-15,99.4085,2.3399999999999856,2.386616838600306
912796UD9,Bill,4-Week,11/13/2018,2018-11-15,99.841111,2.042858571428598,2.074527803624785
912796PE3,Bill,4-Week,11/06/2018,2018-11-08,99.828889,2.1999985714285226,2.2343773726088525
912796QW2,Bill,13-Week,11/05/2018,2018-11-08,99.413556,2.3199982417582428,2.3660962691651837
912796QL6,Bill,4-Week,10/30/2018,2018-11-01,99.831611,2.16500142857149,2.198773385373101
912796PP8,Bill,13-Week,10/29/2018,2018-11-01,99.417347,2.305000879120853,2.3507112699554873
912796QU6,Bill,13-Week,10/22/2018,2018-10-25,99.418611,2.300000439560445,2.345581844942388
912796QK8,Bill,4-Week,10/23/2018,2018-10-25,99.824389,2.2578557142857596,2.2932420066489136
912796QJ1,Bill,4-Week,10/16/2018,2018-10-18,99.832389,2.1549985714284907,2.1885974371932293
912796QT9,Bill,13-Week,10/15/2018,2018-10-18,99.426194,2.270001758241777,2.3148120911070773
912796PD5,Bill,4-Week,10/09/2018,2018-10-11,99.833944,2.135005714285683,2.1682590957525822
912796QS1,Bill,13-Week,10/09/2018,2018-10-11,99.438833,2.220001318681309,2.2635368924026493
912796QF9,Bill,4-Week,10/02/2018,2018-10-04,99.836278,2.1049971428572336,2.1377331537598048
912796PK9,Bill,13-Week,10/01/2018,2018-10-04,99.450208,2.175001318681305,2.2174007623288796
912796QQ5,Bill,13-Week,09/24/2018,2018-09-27,99.448944,2.180001758241769,2.2225269284303018
912796QE2,Bill,4-Week,09/25/2018,2018-09-27,99.838222,2.0800028571428344,2.1123090370281856
912796QD4,Bill,4-Week,09/18/2018,2018-09-20,99.842889,2.019998571428577,2.0512768887755874
912796QP7,Bill,13-Week,09/17/2018,2018-09-20,99.462847,2.125000879120893,2.166150321657085
912796NZ8,Bill,4-Week,09/11/2018,2018-09-13,99.846389,1.9749985714285452,2.005509790787557
912796QN2,Bill,13-Week,09/10/2018,2018-09-13,99.466639,2.1099995604395576,2.1507765130076497
912796QB8,Bill,4-Week,09/04/2018,2018-09-06,99.846778,1.969997142857137,2.000423302878845
912796QA0,Bill,4-Week,08/28/2018,2018-08-30,99.849889,1.9299985714285128,1.9597459013127174
912796PZ6,Bill,4-Week,08/21/2018,2018-08-23,99.851444,1.9100057142857048,1.9394146883129317
912796NV7,Bill,4-Week,08/14/2018,2018-08-16,99.851444,1.9100057142857048,1.9394146883129317
912796PY9,Bill,4-Week,08/07/2018,2018-08-09,99.851833,1.9050042857142961,1.934328715399185
912796PW3,Bill,4-Week,07/31/2018,2018-08-02,99.851444,1.9100057142857048,1.9394146883129317
912796PV5,Bill,4-Week,07/24/2018,2018-07-26,99.853778,1.8799971428570725,1.9088994452324506
912796NQ8,Bill,4-Week,07/17/2018,2018-07-19,99.853778,1.8799971428570725,1.9088994452324506
912796PU7,Bill,4-Week,07/10/2018,2018-07-12,99.856111,1.8500014285714474,1.8783987019654331
912796PS2,Bill,4-Week,07/02/2018,2018-07-05,99.855333,1.8600042857142642,1.888569815866927
912796PR4,Bill,4-Week,06/26/2018,2018-06-28,99.862333,1.7700042857141998,1.7970616394184795
912796MK2,Bill,4-Week,06/19/2018,2018-06-21,99.858833,1.8150042857142321,1.842814123985781
912796PQ6,Bill,4-Week,06/12/2018,2018-06-14,99.860778,1.789997142857191,1.8173884187901712
912796PN3,Bill,4-Week,06/05/2018,2018-06-07,99.861556,1.7799942857143745,1.807218414032642
912796PM5,Bill,4-Week,05/29/2018,2018-05-31,99.863889,1.749998571428567,1.7767224217983866
912796MF3,Bill,4-Week,05/22/2018,2018-05-24,99.866222,1.720002857142942,1.7462278544134493
912796PL7,Bill,4-Week,05/15/2018,2018-05-17,99.871278,1.6549971428570942,1.680145931731909
912796PJ2,Bill,4-Week,05/08/2018,2018-05-10,99.870889,1.6599985714285026,1.6852299243504152
912796PH6,Bill,4-Week,05/01/2018,2018-05-03,99.871667,1.649995714285686,1.6750619787176906
912796MB2,Bill,4-Week,04/24/2018,2018-04-26,99.869333,1.6800042857143183,1.7055662908767613
912796PG8,Bill,4-Week,04/17/2018,2018-04-19,99.873222,1.630002857142878,1.6547396315243608
912796PF0,Bill,4-Week,04/10/2018,2018-04-12,99.874,1.6200000000000614,1.6445721609228252
912796PC7,Bill,4-Week,04/03/2018,2018-04-05,99.868167,1.6949957142857184,1.7208059114858645
912796LX5,Bill,4-Week,03/27/2018,2018-03-29,99.867389,1.704998571428535,1.7309745698296166
912796PB9,Bill,4-Week,03/20/2018,2018-03-22,99.866222,1.720002857142942,1.7462278544134493
912796PA1,Bill,4-Week,03/13/2018,2018-03-15,99.871667,1.649995714285686,1.6750619787176906
912796NY1,Bill,4-Week,03/06/2018,2018-03-08,99.879444,1.5500057142856303,1.5734304362251812
912796LS6,Bill,4-Week,02/27/2018,2018-03-01,99.883722,1.4950028571427816,1.517531340806672
912796NX3,Bill,4-Week,02/20/2018,2018-02-22,99.892667,1.3799957142856758,1.4006656979421046
912796NW5,Bill,4-Week,02/13/2018,2018-02-15,99.894222,1.3600028571428677,1.3803518943410924
912796NU9,Bill,4-Week,02/06/2018,2018-02-08,99.884889,1.4799985714285568,1.5022834005880934
912796LN7,Bill,4-Week,01/30/2018,2018-02-01,99.888,1.439999999999933,1.4616370334774265
912796NT2,Bill,4-Week,01/23/2018,2018-01-25,99.904333,1.230004285714362,1.2482818723903657
912796NS4,Bill,4-Week,01/16/2018,2018-01-18,99.899278,1.2949971428572027,1.3143070105929844
912796NR6,Bill,4-Week,01/09/2018,2018-01-11,99.900444,1.2800057142858023,1.2990768804077195
912796LJ6,Bill,4-Week,01/02/2018,2018-01-04,99.901222,1.2700028571428033,1.288914950123664
912796NP0,Bill,4-Week,12/26/2017,2017-12-28,99.903167,1.244995714285762,1.263510816857908
912796NN5,Bill,4-Week,12/19/2017,2017-12-21,99.903167,1.244995714285762,1.263510816857908
912796ML0,Bill,4-Week,12/12/2017,2017-12-14,99.903556,1.239994285714354,1.2584301089057308
912796LC1,Bill,4-Week,12/05/2017,2017-12-07,99.908222,1.1800028571429215,1.1974908188380646
912796MJ5,Bill,4-Week,11/28/2017,2017-11-30,99.909,1.1699999999999227,1.1873304707282843
912796MH9,Bill,4-Week,11/21/2017,2017-11-24,99.91525,1.0896428571428527,1.1057138782260778
912796MG1,Bill,4-Week,11/14/2017,2017-11-16,99.918722,1.0450028571428251,1.0603786402654884
912796LB3,Bill,4-Week,11/07/2017,2017-11-09,99.9195,1.0350000000000088,1.0502204274441014
912796ME6,Bill,4-Week,10/31/2017,2017-11-02,99.920667,1.019995714285784,1.0349834048131825
912796MD8,Bill,4-Week,10/24/2017,2017-10-26,99.919042,1.0408885714285128,1.0562004358916866
912796MC0,Bill,4-Week,10/17/2017,2017-10-19,99.922611,0.9950014285713848,1.0096022139144247
912796KX6,Bill,4-Week,10/10/2017,2017-10-12,99.921056,1.0149942857143757,1.0299044763613387
912796MA4,Bill,4-Week,10/03/2017,2017-10-05,99.923778,0.9799971428571602,0.9943661400449969
912796LZ0,Bill,4-Week,09/26/2017,2017-09-28,99.924556,0.9699942857143435,0.9842089551756302
912796LY3,Bill,4-Week,09/19/2017,2017-09-21,99.925333,0.9600042857143519,0.9740649836728548
912796KR9,Bill,4-Week,09/12/2017,2017-09-14,99.924556,0.9699942857143435,0.9842089551756302
912796LW7,Bill,4-Week,09/05/2017,2017-09-07,99.898889,1.2999985714286109,1.3193881536989838
912796LV9,Bill,4-Week,08/29/2017,2017-08-31,99.925333,0.9600042857143519,0.9740649836728548
912796LU1,Bill,4-Week,08/22/2017,2017-08-24,99.926889,0.9399985714285363,0.9537514043320428
912796KL2,Bill,4-Week,08/15/2017,2017-08-17,99.926889,0.9399985714285363,0.9537514043320428
912796LT4,Bill,4-Week,08/08/2017,2017-08-10,99.923389,0.9849985714285685,0.999444791792294
912796LR8,Bill,4-Week,08/01/2017,2017-08-03,99.923,0.9899999999999766,1.0045234830819494
912796LQ0,Bill,4-Week,07/25/2017,2017-07-27,99.923778,0.9799971428571602,0.9943661400449969
912796KF5,Bill,4-Week,07/18/2017,2017-07-20,99.925722,0.9550028571429436,0.9689865295287768
912796LP2,Bill,4-Week,07/11/2017,2017-07-13,99.926111,0.9500014285713526,0.9639081149241021
912796LM9,Bill,4-Week,07/03/2017,2017-07-06,99.926111,0.9500014285713526,0.9639081149241021
912796LL1,Bill,4-Week,06/27/2017,2017-06-29,99.930778,0.8899971428570959,0.9029832773699277
912796KB4,Bill,4-Week,06/20/2017,2017-06-22,99.933889,0.8499985714286546,0.8623742313710433
912796LK3,Bill,4-Week,06/13/2017,2017-06-15,99.931167,0.8849957142856877,0.8979053766364444
912796LG2,Bill,4-Week,06/06/2017,2017-06-08,99.934667,0.8399957142856553,0.8522191017342479
912796LF4,Bill,4-Week,05/30/2017,2017-06-01,99.934667,0.8399957142856553,0.8522191017342479
912796JX8,Bill,4-Week,05/23/2017,2017-05-25,99.942833,0.7350042857143737,0.7456389379831947
912796LE7,Bill,4-Week,05/16/2017,2017-05-18,99.945944,0.69500571428575,0.705039687682181
912796LD9,Bill,4-Week,05/09/2017,2017-05-11,99.944778,0.7099971428571499,0.7202559540286552
912796LA5,Bill,4-Week,05/02/2017,2017-05-04,99.943611,0.7250014285713746,0.7354856258466468
912796JT7,Bill,4-Week,04/25/2017,2017-04-27,99.942833,0.7350042857143737,0.7456389379831947
912796KZ1,Bill,4-Week,04/18/2017,2017-04-20,99.941667,0.7499957142857738,0.7608561516475724
912796KY4,Bill,4-Week,04/11/2017,2017-04-13,99.940889,0.7599985714285904,0.7710098587805
912796KU2,Bill,4-Week,04/04/2017,2017-04-06,99.940889,0.7599985714285904,0.7710098587805
912796JP5,Bill,4-Week,03/28/2017,2017-03-30,99.942056,0.7449942857143655,0.7557793573623396
912796KT5,Bill,4-Week,03/21/2017,2017-03-23,99.942056,0.7449942857143655,0.7557793573623396
912796KS7,Bill,4-Week,03/14/2017,2017-03-16,99.940111,0.7700014285714067,0.7811637239997871
912796KQ1,Bill,4-Week,03/07/2017,2017-03-09,99.955667,0.5699957142856451,0.5781686409320858
912796JJ9,Bill,4-Week,02/28/2017,2017-03-02,99.968889,0.3999985714285158,0.40568031834664153
912796KP3,Bill,4-Week,02/21/2017,2017-02-23,99.962667,0.4799957142857636,0.486844074927114
912796KN8,Bill,4-Week,02/14/2017,2017-02-16,99.959944,0.5150057142858039,0.5223678110790683
912796KM0,Bill,4-Week,02/07/2017,2017-02-09,99.958778,0.5299971428572039,0.5375798154372959
912796JE0,Bill,4-Week,01/31/2017,2017-02-02,99.961889,0.4899985714285801,0.496993516341879
912796KJ7,Bill,4-Week,01/24/2017,2017-01-26,99.962667,0.4799957142857636,0.486844074927114
912796KH1,Bill,4-Week,01/17/2017,2017-01-19,99.959556,0.5199942857142047,0.5274297422563046
912796KG3,Bill,4-Week,01/10/2017,2017-01-12,99.961111,0.5000014285713965,0.5071431157433919
912796JA8,Bill,4-Week,01/03/2017,2017-01-05,99.963056,0.4749942857143553,0.48176941346360924
912796KE8,Bill,4-Week,12/27/2016,2016-12-29,99.962278,0.48499714285717177,0.49191877588638355
912796KD0,Bill,4-Week,12/20/2016,2016-12-22,99.961889,0.4899985714285801,0.496993516341879
912796KC2,Bill,4-Week,12/13/2016,2016-12-15,99.962667,0.4799957142857636,0.486844074927114
912796HV4,Bill,4-Week,12/06/2016,2016-12-08,99.973556,0.33999428571425894,0.3448076094956564
912796KA6,Bill,4-Week,11/29/2016,2016-12-01,99.971611,0.36500142857148277,0.370175982116761
912796JZ3,Bill,4-Week,11/22/2016,2016-11-25,99.9745,0.32785714285706397,0.332495500638297
912796JY6,Bill,4-Week,11/15/2016,2016-11-17,99.976278,0.3049971428572259,0.3093065879946026
912796HU6,Bill,4-Week,11/08/2016,2016-11-10,99.979,0.27000000000001023,0.2738074995749211
912796JW0,Bill,4-Week,11/01/2016,2016-11-03,99.981333,0.24000428571420276,0.24338311089665554
912796JV2,Bill,4-Week,10/25/2016,2016-10-27,99.980667,0.24856714285718337,0.2520681966302099
912796JU4,Bill,4-Week,10/18/2016,2016-10-20,99.980944,0.2450057142857937,0.24845591718823137
912796HQ5,Bill,4-Week,10/11/2016,2016-10-13,99.979389,0.26499857142860195,0.2687344960098607
912796JS9,Bill,4-Week,10/04/2016,2016-10-06,99.979778,0.2599971428571938,0.2636615319207509
912796JR1,Bill,4-Week,09/27/2016,2016-09-29,99.987556,0.15999428571431298,0.16223661729611252
912796JQ3,Bill,4-Week,09/20/2016,2016-09-22,99.986,0.1799999999999459,0.18252555357744601
912796HJ1,Bill,4-Week,09/13/2016,2016-09-15,99.980556,0.24999428571419458,0.25351572216835455
912796JN0,Bill,4-Week,09/06/2016,2016-09-08,99.980556,0.24999428571419458,0.25351572216835455
912796JM2,Bill,4-Week,08/30/2016,2016-09-01,99.980167,0.25499571428578555,0.2585886073071309
912796JL4,Bill,4-Week,08/23/2016,2016-08-25,99.978611,0.27500142857141846,0.27888054261639283
912796HE2,Bill,4-Week,08/16/2016,2016-08-18,99.978611,0.27500142857141846,0.27888054261639283
912796JK6,Bill,4-Week,08/09/2016,2016-08-11,99.979,0.27000000000001023,0.2738074995749211
912796JH3,Bill,4-Week,08/02/2016,2016-08-04,99.979778,0.2599971428571938,0.2636615319207509
912796JG5,Bill,4-Week,07/26/2016,2016-07-28,99.979,0.27000000000001023,0.2738074995749211
912796HA0,Bill,4-Week,07/19/2016,2016-07-21,99.978611,0.27500142857141846,0.27888054261639283
912796JF7,Bill,4-Week,07/12/2016,2016-07-14,99.977444,0.2900057142856432,0.29409990860388396
912796JD2,Bill,4-Week,07/05/2016,2016-07-07,99.978611,0.27500142857141846,0.27888054261639283
912796JC4,Bill,4-Week,06/28/2016,2016-06-30,99.979778,0.2599971428571938,0.2636615319207509
912796GW3,Bill,4-Week,06/21/2016,2016-06-23,99.980556,0.24999428571419458,0.25351572216835455
912796JB6,Bill,4-Week,06/14/2016,2016-06-16,99.981333,0.24000428571420276,0.24338311089665554
912796HZ5,Bill,4-Week,06/07/2016,2016-06-09,99.985222,0.19000285714294513,0.19267025852517974
912796HY8,Bill,4-Week,05/31/2016,2016-06-02,99.979389,0.26499857142860195,0.2687344960098607
912796GS2,Bill,4-Week,05/24/2016,2016-05-26,99.979389,0.26499857142860195,0.2687344960098607
912796HX0,Bill,4-Week,05/17/2016,2016-05-19,99.981333,0.24000428571420276,0.24338311089665554
912796HW2,Bill,4-Week,05/10/2016,2016-05-12,99.980944,0.2450057142857937,0.24845591718823137
912796HT9,Bill,4-Week,05/03/2016,2016-05-05,99.986778,0.16999714285712947,0.17238100650238045
912796GN3,Bill,4-Week,04/26/2016,2016-04-28,99.985222,0.19000285714294513,0.19267025852517974
912796HS1,Bill,4-Week,04/19/2016,2016-04-21,99.986389,0.17499857142853767,0.17745326030608316
912796HR3,Bill,4-Week,04/12/2016,2016-04-14,99.984444,0.20000571428576155,0.2028151213488964
912796HN2,Bill,4-Week,04/05/2016,2016-04-07,99.985611,0.18500142857135415,0.18759788631692953
912796GH6,Bill,4-Week,03/29/2016,2016-03-31,99.984444,0.20000571428576155,0.2028151213488964
912796HM4,Bill,4-Week,03/22/2016,2016-03-24,99.979,0.27000000000001023,0.2738074995749211
912796HL6,Bill,4-Week,03/15/2016,2016-03-17,99.978222,0.2800028571428267,0.28395362513473665
912796HK8,Bill,4-Week,03/08/2016,2016-03-10,99.978611,0.27500142857141846,0.27888054261639283
912796GD5,Bill,4-Week,03/01/2016,2016-03-03,99.977056,0.2949942857142267,0.29916006785733795
912796HH5,Bill,4-Week,02/23/2016,2016-02-25,99.977833,0.2850042857142349,0.28902674713041343
912796HG7,Bill,4-Week,02/17/2016,2016-02-18,99.979,0.27000000000001023,0.2738074995749211
912796HF9,Bill,4-Week,02/09/2016,2016-02-11,99.979389,0.26499857142860195,0.2687344960098607
912796FZ7,Bill,4-Week,02/02/2016,2016-02-04,99.979,0.27000000000001023,0.2738074995749211
912796HD4,Bill,4-Week,01/26/2016,2016-01-28,99.977056,0.2949942857142267,0.29916006785733795
912796HC6,Bill,4-Week,01/20/2016,2016-01-21,99.980556,0.24999428571419458,0.25351572216835455
912796HB8,Bill,4-Week,01/12/2016,2016-01-14,99.982889,0.21999857142856985,0.22309228046296553
912796FV6,Bill,4-Week,01/05/2016,2016-01-07,99.984444,0.20000571428576155,0.2028151213488964
912796GZ6,Bill,4-Week,12/29/2015,2015-12-31,99.986778,0.16999714285712947,0.17238100650238045
912796GY9,Bill,4-Week,12/22/2015,2015-12-24,99.984833,0.19500428571435333,0.19774267020228672
912796GX1,Bill,4-Week,12/15/2015,2015-12-17,99.984056,0.2049942857143451,0.20787457209326338
912796FP9,Bill,4-Week,12/08/2015,2015-12-10,99.981722,0.23500285714279454,0.23831034407891297
912796GV5,Bill,4-Week,12/01/2015,2015-12-03,99.985222,0.19000285714294513,0.19267025852517974
912796GU7,Bill,4-Week,11/24/2015,2015-11-27,99.991,0.1157142857142901,0.11733198845039357
912796GT0,Bill,4-Week,11/17/2015,2015-11-19,99.994167,0.07499571428565689,0.07604175694419579
912796FN4,Bill,4-Week,11/10/2015,2015-11-12,99.994167,0.07499571428565689,0.07604175694419579
912796GR4,Bill,4-Week,11/03/2015,2015-11-05,99.994556,0.06999428571424865,0.07097029219409805
912796GQ6,Bill,4-Week,10/27/2015,2015-10-29,99.999194,0.010362857142821114,0.010506870399624607
912796GP8,Bill,4-Week,10/20/2015,2015-10-22,99.990667,0.11999571428568905,0.12167367723284198
912796FG9,Bill,4-Week,10/14/2015,2015-10-15,100.0,0.0,0.0
912796GM5,Bill,4-Week,10/06/2015,2015-10-08,100.0,0.0,0.0
912796GL7,Bill,4-Week,09/29/2015,2015-10-01,100.0,0.0,0.0
912796GK9,Bill,4-Week,09/22/2015,2015-09-24,100.0,0.0,0.0
912796FB0,Bill,4-Week,09/15/2015,2015-09-17,100.0,0.0,0.0
912796GJ2,Bill,4-Week,09/09/2015,2015-09-10,99.999611,0.005001428571408237,0.005070912582972188
912796GG8,Bill,4-Week,09/01/2015,2015-09-03,100.0,0.0,0.0
912796GF0,Bill,4-Week,08/25/2015,2015-08-27,99.9965,0.04500000000003216,0.04562659693092519
912796EX3,Bill,4-Week,08/18/2015,2015-08-20,99.996889,0.03999857142862392,0.04055536882043437
912796GE3,Bill,4-Week,08/11/2015,2015-08-13,99.996111,0.05000142857144039,0.05069786449710513
912796GC7,Bill,4-Week,08/04/2015,2015-08-06,99.996111,0.05000142857144039,0.05069786449710513
912796GB9,Bill,4-Week,07/28/2015,2015-07-30,99.996111,0.05000142857144039,0.05069786449710513
912796ET2,Bill,4-Week,07/21/2015,2015-07-23,99.997278,0.03499714285721568,0.03548418016517222
912796GA1,Bill,4-Week,07/14/2015,2015-07-16,99.998444,0.02000571428563295,0.02028388704577139
912796FY0,Bill,4-Week,07/07/2015,2015-07-09,99.998833,0.015004285714224708,0.015212856105397467
912796FX2,Bill,4-Week,06/30/2015,2015-07-02,99.998833,0.015004285714224708,0.015212856105397467
912796EN5,Bill,4-Week,06/23/2015,2015-06-25,100.0,0.0,0.0
912796FW4,Bill,4-Week,06/16/2015,2015-06-18,100.0,0.0,0.0
912796FT1,Bill,4-Week,06/09/2015,2015-06-11,99.999611,0.005001428571408237,0.005070912582972188
912796FS3,Bill,4-Week,06/02/2015,2015-06-04,99.999611,0.005001428571408237,0.005070912582972188
912796EJ4,Bill,4-Week,05/27/2015,2015-05-28,99.999222,0.010002857142816474,0.010141864617951206
912796FR5,Bill,4-Week,05/19/2015,2015-05-21,99.998833,0.015004285714224708,0.015212856105397467
912796FQ7,Bill,4-Week,05/12/2015,2015-05-14,99.999222,0.010002857142816474,0.010141864617951206
912796FK0,Bill,4-Week,05/05/2015,2015-05-07,100.0,0.0,0.0
912796EC9,Bill,4-Week,04/28/2015,2015-04-30,100.0,0.0,0.0
912796FJ3,Bill,4-Week,04/21/2015,2015-04-23,99.998833,0.015004285714224708,0.015212856105397467
912796FH7,Bill,4-Week,04/14/2015,2015-04-16,99.998833,0.015004285714224708,0.015212856105397467
912796FF1,Bill,4-Week,04/07/2015,2015-04-09,99.998833,0.015004285714224708,0.015212856105397467
912796DY2,Bill,4-Week,03/31/2015,2015-04-02,99.996111,0.05000142857144039,0.05069786449710513
912796FE4,Bill,4-Week,03/24/2015,2015-03-26,99.998444,0.02000571428563295,0.02028388704577139
912796FD6,Bill,4-Week,03/17/2015,2015-03-19,99.996111,0.05000142857144039,0.05069786449710513
912796FC8,Bill,4-Week,03/10/2015,2015-03-12,99.998833,0.015004285714224708,0.015212856105397467
912796DU0,Bill,4-Week,03/03/2015,2015-03-05,99.999611,0.005001428571408237,0.005070912582972188
912796FA2,Bill,4-Week,02/24/2015,2015-02-26,99.998833,0.015004285714224708,0.015212856105397467
912796EZ8,Bill,4-Week,02/18/2015,2015-02-19,99.999222,0.010002857142816474,0.010141864617951206
912796EY1,Bill,4-Week,02/10/2015,2015-02-12,99.998833,0.015004285714224708,0.015212856105397467
912796DP1,Bill,4-Week,02/03/2015,2015-02-05,99.998444,0.02000571428563295,0.02028388704577139
912796EW5,Bill,4-Week,01/26/2015,2015-01-29,99.998444,0.02000571428563295,0.02028388704577139
912796EV7,Bill,4-Week,01/21/2015,2015-01-22,99.999611,0.005001428571408237,0.005070912582972188
912796EU9,Bill,4-Week,01/13/2015,2015-01-15,99.998833,0.015004285714224708,0.015212856105397467
912796DG1,Bill,4-Week,01/06/2015,2015-01-08,99.999222,0.010002857142816474,0.010141864617951206
