CUSIP,Security Type,Security Term,Auction Date,Issue Date,Price per $100,High Rate,Investment Rate
912796G45,Bill,13-Week,01/18/2022,2022-01-20,99.957028,0.16999912087914462,0.17243431825548464
912796R84,Bill,4-Week,01/13/2022,2022-01-18,99.996889,0.03999857142862392,0.04055536882043437
912796P29,Bill,13-Week,01/10/2022,2022-01-13,99.969667,0.11999868131867669,0.12170224561248663
912796R76,Bill,4-Week,01/06/2022,2022-01-11,99.996111,0.05000142857144039,0.05069786449710513
912796N47,Bill,13-Week,01/03/2022,2022-01-06,99.97725,0.0900000000000081,0.0912707640988407
912796Q93,Bill,4-Week,12/30/2021,2022-01-04,99.995722,0.055002857142848624,0.05576917151943468
912796N39,Bill,13-Week,12/27/2021,2021-12-30,99.978514,0.08499956043954421,0.08619863052784864
912796Q85,Bill,4-Week,12/23/2021,2021-12-28,99.996889,0.03999857142862392,0.04055536882043437
912796F38,Bill,13-Week,12/20/2021,2021-12-23,99.981042,0.07499868131867266,0.07605474812947127
912796Q77,Bill,4-Week,12/16/2021,2021-12-21,99.997667,0.029995714285624735,0.030413030964493035
912796N21,Bill,13-Week,12/13/2021,2021-12-16,99.986097,0.0550008791208756,0.05577253427521693
912796Q69,Bill,4-Week,12/09/2021,2021-12-14,99.997667,0.029995714285624735,0.030413030964493035
912796M97,Bill,13-Week,12/06/2021,2021-12-09,99.986097,0.0550008791208756,0.05577253427521693
912796Q51,Bill,4-Week,12/02/2021,2021-12-07,99.996889,0.03999857142862392,0.04055536882043437
912796L98,Bill,13-Week,11/29/2021,2021-12-02,99.987361,0.05000043956041172,0.0507012982469473
912796P86,Bill,4-Week,11/24/2021,2021-11-30,99.990278,0.12499714285709729,0.12674553648672532
912796D30,Bill,13-Week,11/22/2021,2021-11-26,99.9875,0.049450549450560696,0.05014363059119794
912796P78,Bill,4-Week,11/18/2021,2021-11-23,99.991444,0.11000571428569725,0.11154311505747849
912796L80,Bill,13-Week,11/15/2021,2021-11-18,99.988625,0.04500000000000405,0.04563019043416599
912796P60,Bill,4-Week,11/10/2021,2021-11-16,99.996111,0.05000142857144039,0.05069786449710513
912796L72,Bill,13-Week,11/08/2021,2021-11-12,99.98875,0.044505494505510244,0.04512870335276952
912796P52,Bill,4-Week,11/04/2021,2021-11-09,99.996889,0.03999857142862392,0.04055536882043437
912796K99,Bill,13-Week,11/01/2021,2021-11-04,99.987361,0.05000043956041172,0.0507012982469473
912796N88,Bill,4-Week,10/28/2021,2021-11-02,99.995722,0.055002857142848624,0.05576917151943468
912796C31,Bill,13-Week,10/25/2021,2021-10-28,99.986097,0.0550008791208756,0.05577253427521693
912796N70,Bill,4-Week,10/21/2021,2021-10-26,99.996111,0.05000142857144039,0.05069786449710513
912796K81,Bill,13-Week,10/18/2021,2021-10-21,99.986097,0.0550008791208756,0.05577253427521693
912796N62,Bill,4-Week,10/14/2021,2021-10-19,99.997278,0.03499714285721568,0.03548418016517222
912796K73,Bill,13-Week,10/12/2021,2021-10-14,99.987361,0.05000043956041172,0.0507012982469473
912796N54,Bill,4-Week,10/07/2021,2021-10-12,99.997278,0.03499714285721568,0.03548418016517222
912796K65,Bill,13-Week,10/04/2021,2021-10-07,99.989889,0.039999560439540165,0.040559210831896536
912796M63,Bill,4-Week,09/30/2021,2021-10-05,99.9965,0.04500000000003216,0.04562659693092519
912796A90,Bill,13-Week,09/27/2021,2021-09-30,99.991153,0.03499912087913249,0.03548835943539081
912796M55,Bill,4-Week,09/23/2021,2021-09-28,99.996111,0.05000142857144039,0.05069786449710513
912796J75,Bill,13-Week,09/20/2021,2021-09-23,99.991153,0.03499912087913249,0.03548835943539081
912796M48,Bill,4-Week,09/16/2021,2021-09-21,99.995722,0.055002857142848624,0.05576917151943468
912796J67,Bill,13-Week,09/13/2021,2021-09-16,99.989889,0.039999560439540165,0.040559210831896536
912796M30,Bill,4-Week,09/09/2021,2021-09-14,99.995333,0.060004285714256866,0.06084051799837431
912796J59,Bill,13-Week,09/07/2021,2021-09-09,99.988625,0.04500000000000405,0.04563019043416599
912796M22,Bill,4-Week,09/02/2021,2021-09-07,99.997278,0.03499714285721568,0.03548418016517222
9127965G0,Bill,13-Week,08/30/2021,2021-09-02,99.988625,0.04500000000000405,0.04563019043416599
912796L56,Bill,4-Week,08/26/2021,2021-08-31,99.997278,0.03499714285721568,0.03548418016517222
912796H77,Bill,13-Week,08/23/2021,2021-08-26,99.985944,0.05560615384614006,0.05638638720903366
912796L49,Bill,4-Week,08/19/2021,2021-08-24,99.996889,0.03999857142862392,0.04055536882043437
912796H69,Bill,13-Week,08/16/2021,2021-08-19,99.982306,0.06999824175826498,0.0709829992923579
912796L31,Bill,4-Week,08/12/2021,2021-08-17,99.9965,0.04500000000003216,0.04562659693092519
912796H51,Bill,13-Week,08/09/2021,2021-08-12,99.987222,0.05055032967031896,0.05125896745326789
912796L23,Bill,4-Week,08/05/2021,2021-08-10,99.996889,0.03999857142862392,0.04055536882043437
9127964W6,Bill,13-Week,08/02/2021,2021-08-05,99.987361,0.05000043956041172,0.0507012982469473
912796K40,Bill,4-Week,07/29/2021,2021-08-03,99.9965,0.04500000000003216,0.04562659693092519
912796G78,Bill,13-Week,07/26/2021,2021-07-29,99.987361,0.05000043956041172,0.0507012982469473
912796K32,Bill,4-Week,07/22/2021,2021-07-27,99.9965,0.04500000000003216,0.04562659693092519
912796G60,Bill,13-Week,07/19/2021,2021-07-22,99.987361,0.05000043956041172,0.0507012982469473
912796K24,Bill,4-Week,07/15/2021,2021-07-20,99.9965,0.04500000000003216,0.04562659693092519
912796G52,Bill,13-Week,07/12/2021,2021-07-15,99.987361,0.05000043956041172,0.0507012982469473
912796J91,Bill,4-Week,07/08/2021,2021-07-13,99.996111,0.05000142857144039,0.05069786449710513
9127964V8,Bill,13-Week,07/06/2021,2021-07-08,99.987361,0.05000043956041172,0.0507012982469473
912796J83,Bill,4-Week,07/01/2021,2021-07-06,99.996111,0.05000142857144039,0.05069786449710513
912796F61,Bill,13-Week,06/28/2021,2021-07-01,99.987361,0.05000043956041172,0.0507012982469473
912796J34,Bill,4-Week,06/24/2021,2021-06-29,99.9965,0.04500000000003216,0.04562659693092519
912796F53,Bill,13-Week,06/21/2021,2021-06-24,99.988625,0.04500000000000405,0.04563019043416599
912796J26,Bill,4-Week,06/17/2021,2021-06-22,99.9965,0.04500000000003216,0.04562659693092519
912796F46,Bill,13-Week,06/14/2021,2021-06-17,99.993681,0.02499824175826094,0.025347041239994962
912796H93,Bill,4-Week,06/10/2021,2021-06-15,99.999611,0.005001428571408237,0.005070912582972188
9127964L0,Bill,13-Week,06/07/2021,2021-06-10,99.993681,0.02499824175826094,0.025347041239994962
912796H85,Bill,4-Week,06/03/2021,2021-06-08,100.0,0.0,0.0
912796D63,Bill,13-Week,06/01/2021,2021-06-03,99.994944,0.020001758241743106,0.020280585825964457
912796H36,Bill,4-Week,05/27/2021,2021-06-01,100.0,0.0,0.0
912796D55,Bill,13-Week,05/24/2021,2021-05-27,99.996208,0.01500131868133544,0.01521024710225744
912796H28,Bill,4-Week,05/20/2021,2021-05-25,100.0,0.0,0.0
912796D48,Bill,13-Week,05/17/2021,2021-05-20,99.996208,0.01500131868133544,0.01521024710225744
912796G94,Bill,4-Week,05/13/2021,2021-05-18,100.0,0.0,0.0
9127964B2,Bill,13-Week,05/10/2021,2021-05-13,99.996208,0.01500131868133544,0.01521024710225744
912796G86,Bill,4-Week,05/06/2021,2021-05-11,99.999222,0.010002857142816474,0.010141864617951206
912796C64,Bill,13-Week,05/03/2021,2021-05-06,99.996208,0.01500131868133544,0.01521024710225744
912796G37,Bill,4-Week,04/29/2021,2021-05-04,100.0,0.0,0.0
912796C56,Bill,13-Week,04/26/2021,2021-04-29,99.994944,0.020001758241743106,0.020280585825964457
912796G29,Bill,4-Week,04/22/2021,2021-04-27,99.999611,0.005001428571408237,0.005070912582972188
912796C49,Bill,13-Week,04/19/2021,2021-04-22,99.993681,0.02499824175826094,0.025347041239994962
912796F95,Bill,4-Week,04/15/2021,2021-04-20,99.999222,0.010002857142816474,0.010141864617951206
9127963S6,Bill,13-Week,04/12/2021,2021-04-15,99.994944,0.020001758241743106,0.020280585825964457
912796F87,Bill,4-Week,04/08/2021,2021-04-13,99.999222,0.010002857142816474,0.010141864617951206
912796B57,Bill,13-Week,04/05/2021,2021-04-08,99.994944,0.020001758241743106,0.020280585825964457
912796F79,Bill,4-Week,04/01/2021,2021-04-06,99.998833,0.015004285714224708,0.015212856105397467
912796B40,Bill,13-Week,03/29/2021,2021-04-01,99.994944,0.020001758241743106,0.020280585825964457
912796F20,Bill,4-Week,03/25/2021,2021-03-30,99.998833,0.015004285714224708,0.015212856105397467
912796B32,Bill,13-Week,03/22/2021,2021-03-25,99.996208,0.01500131868133544,0.01521024710225744
912796D97,Bill,4-Week,03/18/2021,2021-03-23,99.999611,0.005001428571408237,0.005070912582972188
9127963H0,Bill,13-Week,03/15/2021,2021-03-18,99.992417,0.029998681318668608,0.03041763623967284
912796D89,Bill,4-Week,03/11/2021,2021-03-16,99.997667,0.029995714285624735,0.030413030964493035
912796B24,Bill,13-Week,03/08/2021,2021-03-11,99.988625,0.04500000000000405,0.04563019043416599
912796D71,Bill,4-Week,03/04/2021,2021-03-09,99.997667,0.029995714285624735,0.030413030964493035
912796A41,Bill,13-Week,03/01/2021,2021-03-04,99.989889,0.039999560439540165,0.040559210831896536
912796D22,Bill,4-Week,02/25/2021,2021-03-02,99.997278,0.03499714285721568,0.03548418016517222
912796A33,Bill,13-Week,02/22/2021,2021-02-25,99.992417,0.029998681318668608,0.03041763623967284
912796C98,Bill,4-Week,02/18/2021,2021-02-23,99.998056,0.024994285714216503,0.025341921218306876
9127962Y4,Bill,13-Week,02/16/2021,2021-02-18,99.989889,0.039999560439540165,0.040559210831896536
912796C80,Bill,4-Week,02/11/2021,2021-02-16,99.997667,0.029995714285624735,0.030413030964493035
912796A25,Bill,13-Week,02/08/2021,2021-02-11,99.991153,0.03499912087913249,0.03548835943539081
912796C72,Bill,4-Week,02/04/2021,2021-02-09,99.997667,0.029995714285624735,0.030413030964493035
9127965A3,Bill,13-Week,02/01/2021,2021-02-04,99.983569,0.06500175824174714,0.06591539099744399
912796C23,Bill,4-Week,01/28/2021,2021-02-02,99.995722,0.055002857142848624,0.05576917151943468
9127964Z9,Bill,13-Week,01/25/2021,2021-01-28,99.979778,0.07999912087913653,0.08112662520638489
912796B99,Bill,4-Week,01/21/2021,2021-01-26,99.994556,0.06999428571424865,0.07097029219409805
9127962Q1,Bill,13-Week,01/19/2021,2021-01-21,99.978514,0.08499956043954421,0.08619863052784864
912796B81,Bill,4-Week,01/14/2021,2021-01-19,99.994167,0.07499571428565689,0.07604175694419579
9127964Y2,Bill,13-Week,01/11/2021,2021-01-14,99.97725,0.0900000000000081,0.0912707640988407
912796B73,Bill,4-Week,01/07/2021,2021-01-12,99.993778,0.07999714285706512,0.08111326115274439
9127964X4,Bill,13-Week,01/04/2021,2021-01-07,99.97725,0.0900000000000081,0.0912707640988407
912796B65,Bill,4-Week,12/31/2020,2021-01-05,99.993778,0.07999714285706512,0.08111326115274439
9127964P1,Bill,13-Week,12/28/2020,2020-12-31,99.975986,0.09500043956041578,0.0963430259241114
912796A82,Bill,4-Week,12/24/2020,2020-12-29,99.993778,0.07999714285706512,0.08111326115274439
9127962F5,Bill,13-Week,12/21/2020,2020-12-24,99.97725,0.0900000000000081,0.0912707640988407
912796A74,Bill,4-Week,12/17/2020,2020-12-22,99.994167,0.07499571428565689,0.07604175694419579
9127964N6,Bill,13-Week,12/14/2020,2020-12-17,99.981042,0.07499868131867266,0.07605474812947127
912796A66,Bill,4-Week,12/10/2020,2020-12-15,99.994944,0.0650057142856651,0.06591190393438448
9127964M8,Bill,13-Week,12/07/2020,2020-12-10,99.979778,0.07999912087913653,0.08112662520638489
912796A58,Bill,4-Week,12/03/2020,2020-12-08,99.994167,0.07499571428565689,0.07604175694419579
9127964F3,Bill,13-Week,11/30/2020,2020-12-03,99.978514,0.08499956043954421,0.08619863052784864
9127965F2,Bill,4-Week,11/25/2020,2020-12-01,99.993778,0.07999714285706512,0.08111326115274439
912796XE4,Bill,13-Week,11/23/2020,2020-11-27,99.97875,0.08406593406591382,0.08525163245539272
9127965D7,Bill,4-Week,11/19/2020,2020-11-24,99.994556,0.06999428571424865,0.07097029219409805
9127964D8,Bill,13-Week,11/16/2020,2020-11-19,99.97725,0.0900000000000081,0.0912707640988407
9127965C9,Bill,4-Week,11/12/2020,2020-11-17,99.993389,0.08499857142865608,0.08618480482038965
9127964C0,Bill,13-Week,11/09/2020,2020-11-12,99.974722,0.10000087912087965,0.10141541600863942
9127965B1,Bill,4-Week,11/05/2020,2020-11-10,99.993778,0.07999714285706512,0.08111326115274439
9127963W7,Bill,13-Week,11/02/2020,2020-11-05,99.975986,0.09500043956041578,0.0963430259241114
9127964U0,Bill,4-Week,10/29/2020,2020-11-03,99.993778,0.07999714285706512,0.08111326115274439
912796UC1,Bill,13-Week,10/26/2020,2020-10-29,99.974722,0.10000087912087965,0.10141541600863942
9127964T3,Bill,4-Week,10/22/2020,2020-10-27,99.993389,0.08499857142865608,0.08618480482038965
9127963V9,Bill,13-Week,10/19/2020,2020-10-22,99.974722,0.10000087912087965,0.10141541600863942
9127964S5,Bill,4-Week,10/15/2020,2020-10-20,99.993,0.09000000000006432,0.09125638794722152
9127963U1,Bill,13-Week,10/13/2020,2020-10-15,99.973458,0.10500131868134353,0.10648793435723264
9127964R7,Bill,4-Week,10/08/2020,2020-10-13,99.993,0.09000000000006432,0.09125638794722152
9127963T4,Bill,13-Week,10/05/2020,2020-10-08,99.975986,0.09500043956041578,0.0963430259241114
9127964Q9,Bill,4-Week,10/01/2020,2020-10-06,99.993389,0.08499857142865608,0.08618480482038965
912796TY5,Bill,13-Week,09/28/2020,2020-10-01,99.974722,0.10000087912087965,0.10141541600863942
9127964K2,Bill,4-Week,09/24/2020,2020-09-29,99.994167,0.07499571428565689,0.07604175694419579
9127963L1,Bill,13-Week,09/21/2020,2020-09-24,99.974722,0.10000087912087965,0.10141541600863942
9127964J5,Bill,4-Week,09/17/2020,2020-09-22,99.993778,0.07999714285706512,0.08111326115274439
9127963K3,Bill,13-Week,09/14/2020,2020-09-17,99.972194,0.1100017582417512,0.11156058097469915
9127964H9,Bill,4-Week,09/10/2020,2020-09-15,99.993,0.09000000000006432,0.09125638794722152
9127963J6,Bill,13-Week,09/08/2020,2020-09-10,99.970931,0.11499824175826902,0.11662934254405134
9127964G1,Bill,4-Week,09/03/2020,2020-09-08,99.993,0.09000000000006432,0.09125638794722152
912796TU3,Bill,13-Week,08/31/2020,2020-09-03,99.973458,0.10500131868134353,0.10648793435723264
9127964A4,Bill,4-Week,08/27/2020,2020-09-01,99.993778,0.07999714285706512,0.08111326115274439
9127963B3,Bill,13-Week,08/24/2020,2020-08-27,99.974444,0.10110065934063792,0.10253103799688394
9127963Z0,Bill,4-Week,08/20/2020,2020-08-25,99.993778,0.07999714285706512,0.08111326115274439
9127963A5,Bill,13-Week,08/17/2020,2020-08-20,99.973458,0.10500131868134353,0.10648793435723264
9127963Y3,Bill,4-Week,08/13/2020,2020-08-18,99.993389,0.08499857142865608,0.08618480482038965
9127962Z1,Bill,13-Week,08/10/2020,2020-08-13,99.973458,0.10500131868134353,0.10648793435723264
9127963X5,Bill,4-Week,08/06/2020,2020-08-11,99.993778,0.07999714285706512,0.08111326115274439
912796TP4,Bill,13-Week,08/03/2020,2020-08-06,99.974722,0.10000087912087965,0.10141541600863942
9127963R8,Bill,4-Week,07/30/2020,2020-08-04,99.993,0.09000000000006432,0.09125638794722152
9127962T5,Bill,13-Week,07/27/2020,2020-07-30,99.973458,0.10500131868134353,0.10648793435723264
9127963Q0,Bill,4-Week,07/23/2020,2020-07-28,99.993778,0.07999714285706512,0.08111326115274439
9127962S7,Bill,13-Week,07/20/2020,2020-07-23,99.969667,0.11999868131867669,0.12170224561248663
9127963P2,Bill,4-Week,07/16/2020,2020-07-21,99.991833,0.10500428571428902,0.10647137408855376
9127962R9,Bill,13-Week,07/13/2020,2020-07-16,99.963347,0.1450008791208837,0.14706868530500972
9127963N7,Bill,4-Week,07/09/2020,2020-07-14,99.992222,0.10000285714288078,0.10139967258084304
912796TN9,Bill,13-Week,07/06/2020,2020-07-09,99.962083,0.15000131868129138,0.15214235814758142
9127963M9,Bill,4-Week,07/02/2020,2020-07-07,99.991056,0.1149942857142808,0.11660185744155319
9127962J7,Bill,13-Week,06/29/2020,2020-07-02,99.962083,0.15000131868129138,0.15214235814758142
9127963G2,Bill,4-Week,06/25/2020,2020-06-30,99.991444,0.11000571428569725,0.11154311505747849
9127962H1,Bill,13-Week,06/22/2020,2020-06-25,99.960819,0.15500175824175527,0.1572161593029339
9127963F4,Bill,4-Week,06/18/2020,2020-06-23,99.990278,0.12499714285709729,0.12674553648672532
9127962G3,Bill,13-Week,06/15/2020,2020-06-18,99.955764,0.17499956043955234,0.17750863260882246
9127963D9,Bill,4-Week,06/11/2020,2020-06-16,99.989889,0.12999857142850552,0.13181743520366376
912796TJ8,Bill,13-Week,06/08/2020,2020-06-11,99.957028,0.16999912087914462,0.17243431825548464
9127963C1,Bill,4-Week,06/04/2020,2020-06-09,99.990278,0.12499714285709729,0.12674553648672532
912796XH7,Bill,13-Week,06/01/2020,2020-06-04,99.962083,0.15000131868129138,0.15214235814758142
9127962X6,Bill,4-Week,05/28/2020,2020-06-02,99.989889,0.12999857142850552,0.13181743520366376
912796XG9,Bill,13-Week,05/26/2020,2020-05-28,99.967139,0.12999956043954825,0.13184843660485027
9127962W8,Bill,4-Week,05/21/2020,2020-05-26,99.993,0.09000000000006432,0.09125638794722152
912796XF1,Bill,13-Week,05/18/2020,2020-05-21,99.967139,0.12999956043954825,0.13184843660485027
9127962V0,Bill,4-Week,05/14/2020,2020-05-19,99.993,0.09000000000006432,0.09125638794722152
912796TD1,Bill,13-Week,05/11/2020,2020-05-14,99.968403,0.12499912087914059,0.12677527696450225
9127962U2,Bill,4-Week,05/07/2020,2020-05-12,99.992611,0.09500142857147256,0.0963280105338858
912796WZ8,Bill,13-Week,05/04/2020,2020-05-07,99.972194,0.1100017582417512,0.11156058097469915
9127962P3,Bill,4-Week,04/30/2020,2020-05-05,99.992611,0.09500142857147256,0.0963280105338858
912796WY1,Bill,13-Week,04/27/2020,2020-04-30,99.969667,0.11999868131867669,0.12170224561248663
9127962N8,Bill,4-Week,04/23/2020,2020-04-28,99.993,0.09000000000006432,0.09125638794722152
912796WX3,Bill,13-Week,04/20/2020,2020-04-23,99.968403,0.12499912087914059,0.12677527696450225
9127962M0,Bill,4-Week,04/16/2020,2020-04-21,99.988333,0.15000428571432117,0.15210542471136562
912796SZ3,Bill,13-Week,04/13/2020,2020-04-16,99.929222,0.28000087912089583,0.28409085404447276
9127962L2,Bill,4-Week,04/09/2020,2020-04-14,99.985222,0.19000285714294513,0.19267025852517974
912796WW5,Bill,13-Week,04/06/2020,2020-04-09,99.968403,0.12499912087914059,0.12677527696450225
9127962K4,Bill,4-Week,04/02/2020,2020-04-07,99.993,0.09000000000006432,0.09125638794722152
912796UB3,Bill,13-Week,03/30/2020,2020-04-02,99.978514,0.08499956043954421,0.08619863052784864
9127962D0,Bill,4-Week,03/26/2020,2020-03-31,100.0,0.0,0.0
912796UA5,Bill,13-Week,03/23/2020,2020-03-26,100.0,0.0,0.0
9127962C2,Bill,4-Week,03/19/2020,2020-03-24,99.997667,0.029995714285624735,0.030413030964493035
912796SV2,Bill,13-Week,03/16/2020,2020-03-19,99.926694,0.2900017582417674,0.29424525986976985
9127962B4,Bill,4-Week,03/12/2020,2020-03-17,99.969278,0.3949971428571075,0.40060628854964675
912796TZ2,Bill,13-Week,03/09/2020,2020-03-12,99.901417,0.38999868131870097,0.39580552663267
9127962A6,Bill,4-Week,03/05/2020,2020-03-10,99.928056,0.9249942857143114,0.9385166349793241
912796TX7,Bill,13-Week,03/02/2020,2020-03-05,99.708042,1.1549986813186572,1.1744692867103992
912796XD6,Bill,4-Week,02/27/2020,2020-03-03,99.881,1.5299999999999971,1.5530981868423392
912796TW9,Bill,13-Week,02/24/2020,2020-02-27,99.619569,1.5050017582417643,1.5317317428261172
912796XC8,Bill,4-Week,02/20/2020,2020-02-25,99.8775,1.575000000000029,1.5988335711246575
912796SR1,Bill,13-Week,02/18/2020,2020-02-20,99.609458,1.5450013186813045,1.5726013390512135
912796XB0,Bill,4-Week,02/13/2020,2020-02-18,99.878667,1.5599957142858045,1.5835837310770908
912796TV1,Bill,13-Week,02/10/2020,2020-02-13,99.608194,1.5500017582417682,1.5777111272989957
912796XA2,Bill,4-Week,02/06/2020,2020-02-11,99.880222,1.5400028571428135,1.5632642323464614
912796TT6,Bill,13-Week,02/03/2020,2020-02-06,99.608194,1.5500017582417682,1.5777111272989957
912796WV7,Bill,4-Week,01/30/2020,2020-02-04,99.879833,1.5450042857142219,1.5683473144887654
912796TS8,Bill,13-Week,01/27/2020,2020-01-30,99.61325,1.5300000000000251,1.557272752369816
912796WU9,Bill,4-Week,01/23/2020,2020-01-28,99.883333,1.5000042857143725,1.5226140667247423
912796SM2,Bill,13-Week,01/21/2020,2020-01-23,99.61325,1.5300000000000251,1.557272752369816
912796WT2,Bill,4-Week,01/16/2020,2020-01-21,99.882944,1.5050057142857807,1.527696832232577
912796TR0,Bill,13-Week,01/13/2020,2020-01-16,99.61325,1.5300000000000251,1.557272752369816
912796WS4,Bill,4-Week,01/09/2020,2020-01-14,99.884111,1.490001428571373,1.512448654478275
912796TQ2,Bill,13-Week,01/06/2020,2020-01-09,99.615778,1.5199991208790975,1.5470543429176409
912796WR6,Bill,4-Week,01/02/2020,2020-01-07,99.883333,1.5000042857143725,1.5226140667247423
912796TM1,Bill,13-Week,12/30/2019,2020-01-02,99.615778,1.5199991208790975,1.5470543429176409
912796WQ8,Bill,4-Week,12/26/2019,2019-12-31,99.879056,1.5549942857142138,1.5785005302526645
912796SH3,Bill,13-Week,12/23/2019,2019-12-26,99.606931,1.5549982417582298,1.582817002524079
912796WP0,Bill,4-Week,12/19/2019,2019-12-24,99.882556,1.509994285714364,1.5327665709430867
912796TL3,Bill,13-Week,12/16/2019,2019-12-19,99.610722,1.5400008791208966,1.5674916804837518
912796WN5,Bill,4-Week,12/12/2019,2019-12-17,99.880222,1.5400028571428135,1.5632642323464614
912796TK5,Bill,13-Week,12/09/2019,2019-12-12,99.615778,1.5199991208790975,1.5470543429176409
912796WM7,Bill,4-Week,12/05/2019,2019-12-10,99.883333,1.5000042857143725,1.5226140667247423
912796TH2,Bill,13-Week,12/02/2019,2019-12-05,99.605667,1.559998681318694,1.5879270500445946
912796WL9,Bill,4-Week,11/27/2019,2019-12-03,99.874,1.6200000000000614,1.6445721609228252
912796SD2,Bill,13-Week,11/25/2019,2019-11-29,99.61,1.542857142857145,1.5704103145123143
912796WK1,Bill,4-Week,11/21/2019,2019-11-26,99.879444,1.5500057142856303,1.5734304362251812
912796TG4,Bill,13-Week,11/18/2019,2019-11-21,99.610722,1.5400008791208966,1.5674916804837518
912796WJ4,Bill,4-Week,11/14/2019,2019-11-19,99.878278,1.564997142857213,1.5886669714968307
912796TF6,Bill,13-Week,11/12/2019,2019-11-14,99.604403,1.5649991208791014,1.593037227260124
912796WH8,Bill,4-Week,11/07/2019,2019-11-12,99.880611,1.5350014285714053,1.558181189797807
912796TE9,Bill,13-Week,11/04/2019,2019-11-07,99.615778,1.5199991208790975,1.5470543429176409
912796WG0,Bill,4-Week,10/31/2019,2019-11-05,99.877889,1.569998571428621,1.593750251512532
912796RY7,Bill,13-Week,10/28/2019,2019-10-31,99.5905,1.619999999999977,1.6492536938764006
912796WF2,Bill,4-Week,10/24/2019,2019-10-29,99.867,1.709999999999943,1.7360589584146335
912796TC3,Bill,13-Week,10/21/2019,2019-10-24,99.587972,1.630000879120905,1.6594772913136606
912796WE5,Bill,4-Week,10/17/2019,2019-10-22,99.866222,1.720002857142942,1.7462278544134493
912796TB5,Bill,13-Week,10/15/2019,2019-10-17,99.585444,1.6400017582417763,1.6697014078077306
912796WD7,Bill,4-Week,10/10/2019,2019-10-15,99.866222,1.720002857142942,1.7462278544134493
912796TA7,Bill,13-Week,10/07/2019,2019-10-10,99.575333,1.6800013186813165,1.7105990198693768
912796WC9,Bill,4-Week,10/03/2019,2019-10-08,99.863889,1.749998571428567,1.7767224217983866
912796RT8,Bill,13-Week,09/30/2019,2019-10-03,99.534889,1.8399995604395336,1.8742725577260473
912796WB1,Bill,4-Week,09/26/2019,2019-10-01,99.853778,1.8799971428570725,1.9088994452324506
912796SY6,Bill,13-Week,09/23/2019,2019-09-26,99.518458,1.9050013186813368,1.9408054637760654
912796WA3,Bill,4-Week,09/19/2019,2019-09-24,99.848333,1.9500042857143285,1.9800908229198697
912796SX8,Bill,13-Week,09/16/2019,2019-09-19,99.508347,1.945000879120877,1.9817581536348685
912796VZ9,Bill,4-Week,09/12/2019,2019-09-17,99.849111,1.940001428571512,1.969918282855045
912796SW0,Bill,13-Week,09/09/2019,2019-09-12,99.514667,1.9199986813186698,1.9561592158775132
912796VY2,Bill,4-Week,09/05/2019,2019-09-10,99.8425,2.0249999999999857,2.0563637729423694
912796RN1,Bill,13-Week,09/03/2019,2019-09-05,99.512139,1.9299995604395415,1.9663984007921793
912796VX4,Bill,4-Week,08/29/2019,2019-09-03,99.839778,2.059997142857201,2.091959994428046
912796SU4,Bill,13-Week,08/26/2019,2019-08-29,99.501667,1.971427252747262,2.008818793772768
912796VW6,Bill,4-Week,08/22/2019,2019-08-27,99.839778,2.059997142857201,2.091959994428046
912796ST7,Bill,13-Week,08/19/2019,2019-08-22,99.519722,1.900000879120873,1.935686456418933
912796VV8,Bill,4-Week,08/15/2019,2019-08-20,99.841333,2.0400042857142098,2.0716246632758315
912796SS9,Bill,13-Week,08/12/2019,2019-08-15,99.504556,1.9599982417582662,1.9971150261305266
912796VU0,Bill,4-Week,08/08/2019,2019-08-13,99.839389,2.0649985714286094,2.097047195614244
912796RM3,Bill,13-Week,08/05/2019,2019-08-08,99.496972,1.9900008791208812,2.0278403851524063
912796VT3,Bill,4-Week,08/01/2019,2019-08-06,99.838222,2.0800028571428344,2.1123090370281856
912796SQ3,Bill,13-Week,07/29/2019,2019-08-01,99.47675,2.0700000000000176,2.1097894734196863
912796VS5,Bill,4-Week,07/25/2019,2019-07-30,99.835889,2.1099985714286413,2.1428207116410096
912796SP5,Bill,13-Week,07/22/2019,2019-07-25,99.484333,2.0400013186812926,2.0790556743539144
912796VR7,Bill,4-Week,07/18/2019,2019-07-23,99.837444,2.0900057142856503,2.1224837961882383
912796SN0,Bill,13-Week,07/15/2019,2019-07-18,99.465375,2.1150000000000215,2.155900985644524
912796VQ9,Bill,4-Week,07/11/2019,2019-07-16,99.833944,2.135005714285683,2.1682590957525822
912796RF8,Bill,13-Week,07/08/2019,2019-07-11,99.441361,2.2100004395604373,2.2532826055245643
912796VP1,Bill,4-Week,07/03/2019,2019-07-09,99.828111,2.2100014285713394,2.2445540343411414
912796SL4,Bill,13-Week,07/01/2019,2019-07-05,99.46375,2.1214285714285537,2.162489205507372
912796VN6,Bill,4-Week,06/27/2019,2019-07-02,99.833167,2.1449957142856744,2.178421647615898
912796SK6,Bill,13-Week,06/24/2019,2019-06-27,99.472958,2.0850013186812966,2.1251601569239025
912796VM8,Bill,4-Week,06/20/2019,2019-06-25,99.833556,2.139994285714266,2.1733338123019563
912796SJ9,Bill,13-Week,06/17/2019,2019-06-20,99.451472,2.1700008791208973,2.212274726531749
912796VL0,Bill,4-Week,06/13/2019,2019-06-18,99.827722,2.2150028571429305,2.2496424246907694
